ID,Positively charged,Polarity,Non polarity,Cyclic,Aromaticity,Basicity,Hydrophobicity,Hydrophilicity,Small
Seq_331,0.0,0.353,0.412,0.059,0.118,0.0,0.412,0.059,0.588
Seq_332,0.0,0.353,0.471,0.059,0.118,0.0,0.471,0.059,0.529
Seq_333,0.059,0.353,0.412,0.059,0.118,0.059,0.471,0.118,0.471
Seq_334,0.118,0.353,0.353,0.059,0.059,0.118,0.412,0.176,0.471
Seq_335,0.118,0.353,0.353,0.118,0.059,0.118,0.412,0.235,0.471
Seq_336,0.118,0.353,0.353,0.118,0.059,0.118,0.353,0.235,0.471
Seq_337,0.118,0.294,0.412,0.118,0.118,0.118,0.412,0.235,0.471
Seq_338,0.118,0.294,0.412,0.118,0.118,0.118,0.412,0.235,0.529
Seq_339,0.118,0.235,0.471,0.118,0.118,0.118,0.471,0.235,0.471
Seq_340,0.118,0.176,0.529,0.118,0.118,0.118,0.529,0.235,0.471
Seq_341,0.118,0.235,0.647,0.0,0.118,0.118,0.706,0.118,0.765
Seq_342,0.118,0.235,0.588,0.0,0.118,0.118,0.647,0.118,0.765
Seq_343,0.118,0.294,0.529,0.0,0.118,0.118,0.647,0.118,0.765
Seq_344,0.118,0.294,0.471,0.0,0.118,0.118,0.588,0.118,0.706
Seq_345,0.118,0.294,0.471,0.0,0.118,0.118,0.588,0.118,0.706
Seq_346,0.118,0.294,0.471,0.0,0.118,0.118,0.529,0.118,0.706
Seq_347,0.176,0.294,0.412,0.0,0.118,0.176,0.471,0.176,0.647
Seq_348,0.176,0.353,0.353,0.0,0.118,0.176,0.471,0.176,0.647
Seq_349,0.176,0.353,0.353,0.0,0.118,0.176,0.471,0.176,0.647
Seq_350,0.176,0.294,0.412,0.0,0.118,0.176,0.529,0.176,0.647
Seq_351,0.118,0.353,0.412,0.0,0.118,0.118,0.529,0.118,0.706
Seq_352,0.059,0.412,0.412,0.0,0.118,0.059,0.588,0.059,0.765
Seq_353,0.059,0.353,0.471,0.0,0.059,0.059,0.647,0.059,0.824
Seq_354,0.059,0.353,0.471,0.0,0.0,0.059,0.647,0.059,0.824
Seq_355,0.059,0.353,0.471,0.0,0.0,0.059,0.647,0.059,0.765
Seq_356,0.059,0.353,0.471,0.0,0.0,0.059,0.588,0.059,0.706
Seq_357,0.059,0.353,0.471,0.0,0.0,0.059,0.647,0.059,0.706
Seq_358,0.059,0.294,0.529,0.0,0.0,0.059,0.647,0.059,0.706
Seq_359,0.118,0.294,0.529,0.0,0.0,0.118,0.647,0.118,0.647
Seq_360,0.118,0.235,0.588,0.0,0.0,0.118,0.647,0.118,0.647
Seq_361,0.118,0.235,0.647,0.0,0.0,0.118,0.706,0.118,0.706
Seq_362,0.118,0.235,0.647,0.0,0.0,0.118,0.647,0.118,0.706
Seq_363,0.118,0.294,0.588,0.0,0.059,0.118,0.647,0.118,0.647
Seq_364,0.118,0.294,0.588,0.0,0.059,0.118,0.647,0.118,0.647
Seq_365,0.118,0.294,0.588,0.0,0.059,0.118,0.647,0.118,0.647
Seq_366,0.118,0.294,0.588,0.0,0.059,0.118,0.647,0.118,0.647
Seq_367,0.118,0.294,0.588,0.0,0.059,0.118,0.588,0.118,0.647
Seq_368,0.118,0.294,0.588,0.0,0.118,0.118,0.588,0.118,0.588
Seq_369,0.176,0.235,0.588,0.0,0.118,0.176,0.529,0.176,0.529
Seq_370,0.176,0.235,0.588,0.059,0.118,0.176,0.529,0.235,0.529
Seq_371,0.176,0.235,0.588,0.059,0.118,0.176,0.529,0.235,0.588
Seq_372,0.176,0.235,0.588,0.059,0.118,0.176,0.529,0.235,0.647
Seq_373,0.176,0.235,0.588,0.059,0.118,0.176,0.529,0.235,0.706
Seq_374,0.176,0.235,0.588,0.059,0.118,0.176,0.471,0.235,0.706
Seq_375,0.176,0.294,0.529,0.059,0.118,0.176,0.412,0.235,0.706
Seq_376,0.118,0.294,0.529,0.059,0.118,0.118,0.412,0.176,0.706
Seq_377,0.176,0.294,0.471,0.059,0.118,0.176,0.353,0.235,0.647
Seq_378,0.176,0.353,0.412,0.059,0.118,0.176,0.353,0.235,0.647
Seq_379,0.176,0.353,0.412,0.118,0.118,0.176,0.412,0.294,0.647
Seq_380,0.176,0.294,0.412,0.118,0.059,0.176,0.412,0.294,0.647
Seq_381,0.118,0.294,0.471,0.118,0.059,0.118,0.412,0.235,0.706
Seq_382,0.118,0.235,0.529,0.118,0.059,0.118,0.412,0.235,0.647
Seq_383,0.176,0.235,0.471,0.118,0.059,0.176,0.353,0.294,0.588
Seq_384,0.176,0.235,0.412,0.118,0.059,0.176,0.353,0.353,0.588
Seq_385,0.176,0.235,0.412,0.118,0.0,0.176,0.353,0.353,0.647
Seq_386,0.118,0.235,0.412,0.118,0.0,0.118,0.353,0.294,0.706
Seq_387,0.118,0.235,0.412,0.059,0.0,0.118,0.353,0.235,0.706
Seq_388,0.118,0.235,0.412,0.059,0.0,0.118,0.353,0.235,0.647
Seq_389,0.118,0.235,0.412,0.059,0.0,0.118,0.353,0.235,0.647
Seq_390,0.118,0.176,0.471,0.059,0.0,0.118,0.412,0.235,0.588
Seq_391,0.118,0.235,0.412,0.059,0.0,0.118,0.412,0.235,0.529
Seq_392,0.176,0.176,0.412,0.059,0.0,0.176,0.412,0.294,0.471
Seq_393,0.176,0.176,0.412,0.059,0.0,0.176,0.412,0.353,0.529
Seq_394,0.118,0.235,0.412,0.059,0.0,0.118,0.412,0.294,0.588
Seq_395,0.118,0.235,0.412,0.059,0.0,0.118,0.353,0.294,0.588
Seq_396,0.118,0.235,0.412,0.0,0.0,0.118,0.353,0.235,0.529
Seq_397,0.118,0.294,0.412,0.0,0.0,0.118,0.353,0.235,0.529
Seq_398,0.118,0.294,0.412,0.0,0.0,0.118,0.412,0.235,0.471
Seq_399,0.118,0.294,0.353,0.0,0.0,0.118,0.353,0.235,0.529
Seq_400,0.059,0.353,0.353,0.0,0.059,0.059,0.353,0.176,0.529
Seq_401,0.059,0.353,0.412,0.0,0.059,0.059,0.412,0.118,0.529
Seq_402,0.059,0.353,0.412,0.0,0.059,0.059,0.471,0.118,0.529
Seq_403,0.059,0.353,0.471,0.0,0.059,0.059,0.529,0.118,0.529
Seq_404,0.059,0.353,0.412,0.0,0.059,0.059,0.471,0.176,0.529
Seq_405,0.059,0.353,0.412,0.059,0.059,0.059,0.471,0.235,0.588
Seq_406,0.059,0.412,0.353,0.059,0.118,0.059,0.412,0.235,0.529
Seq_407,0.059,0.471,0.294,0.059,0.118,0.059,0.412,0.235,0.588
Seq_408,0.059,0.412,0.353,0.059,0.176,0.059,0.471,0.235,0.588
Seq_409,0.0,0.412,0.412,0.059,0.176,0.0,0.529,0.176,0.647
Seq_410,0.0,0.412,0.412,0.059,0.176,0.0,0.529,0.118,0.588
Seq_411,0.0,0.353,0.471,0.118,0.176,0.0,0.588,0.176,0.588
Seq_412,0.0,0.353,0.471,0.118,0.176,0.0,0.647,0.176,0.588
Seq_413,0.0,0.412,0.412,0.118,0.176,0.0,0.588,0.176,0.647
Seq_414,0.0,0.353,0.471,0.176,0.176,0.0,0.647,0.235,0.706
Seq_415,0.059,0.353,0.412,0.176,0.176,0.059,0.588,0.294,0.706
Seq_416,0.059,0.353,0.471,0.176,0.176,0.059,0.647,0.294,0.647
Seq_417,0.059,0.294,0.529,0.176,0.118,0.059,0.706,0.294,0.647
Seq_418,0.059,0.353,0.471,0.176,0.118,0.059,0.647,0.294,0.647
Seq_419,0.059,0.294,0.529,0.176,0.118,0.059,0.647,0.294,0.647
Seq_420,0.059,0.353,0.471,0.176,0.118,0.059,0.588,0.294,0.588
Seq_421,0.059,0.353,0.471,0.176,0.118,0.059,0.588,0.235,0.529
Seq_422,0.059,0.353,0.471,0.118,0.118,0.059,0.529,0.176,0.529
Seq_423,0.118,0.294,0.471,0.118,0.059,0.118,0.529,0.235,0.529
Seq_424,0.118,0.235,0.529,0.176,0.059,0.118,0.529,0.294,0.529
Seq_425,0.118,0.235,0.529,0.176,0.0,0.118,0.529,0.294,0.529
Seq_426,0.118,0.235,0.471,0.176,0.0,0.118,0.471,0.294,0.471
Seq_427,0.118,0.294,0.471,0.176,0.0,0.118,0.471,0.294,0.529
Seq_428,0.118,0.294,0.471,0.118,0.0,0.118,0.471,0.235,0.471
Seq_429,0.118,0.235,0.529,0.118,0.0,0.118,0.471,0.235,0.471
Seq_430,0.118,0.176,0.588,0.118,0.0,0.118,0.529,0.235,0.412
Seq_431,0.118,0.235,0.529,0.059,0.0,0.118,0.471,0.176,0.412
Seq_432,0.059,0.235,0.588,0.059,0.0,0.059,0.529,0.118,0.471
Seq_433,0.059,0.235,0.588,0.059,0.0,0.059,0.471,0.118,0.529
Seq_434,0.059,0.235,0.588,0.059,0.0,0.059,0.471,0.118,0.529
Seq_435,0.118,0.176,0.588,0.059,0.0,0.118,0.471,0.176,0.471
Seq_436,0.118,0.176,0.588,0.059,0.0,0.118,0.471,0.176,0.471
Seq_437,0.118,0.118,0.647,0.059,0.0,0.118,0.529,0.176,0.471
Seq_438,0.118,0.118,0.647,0.059,0.0,0.118,0.529,0.176,0.471
Seq_439,0.118,0.176,0.588,0.059,0.0,0.118,0.529,0.176,0.412
Seq_440,0.059,0.235,0.588,0.059,0.0,0.059,0.529,0.118,0.412
Seq_441,0.059,0.235,0.588,0.0,0.0,0.059,0.529,0.059,0.412
Seq_442,0.059,0.235,0.529,0.0,0.0,0.059,0.471,0.059,0.471
Seq_443,0.059,0.235,0.588,0.0,0.059,0.059,0.529,0.059,0.471
Seq_444,0.059,0.176,0.647,0.0,0.059,0.059,0.588,0.059,0.471
Seq_445,0.059,0.176,0.647,0.0,0.059,0.059,0.588,0.059,0.471
Seq_446,0.059,0.176,0.647,0.0,0.059,0.059,0.588,0.059,0.471
Seq_447,0.059,0.176,0.588,0.0,0.059,0.059,0.529,0.059,0.471
Seq_448,0.059,0.118,0.647,0.0,0.059,0.059,0.529,0.059,0.471
Seq_449,0.059,0.118,0.647,0.0,0.059,0.059,0.529,0.059,0.471
Seq_450,0.059,0.118,0.647,0.0,0.059,0.059,0.529,0.059,0.471
Seq_451,0.059,0.118,0.647,0.0,0.059,0.059,0.471,0.059,0.529
Seq_452,0.0,0.118,0.706,0.0,0.118,0.0,0.529,0.0,0.529
Seq_453,0.0,0.118,0.706,0.0,0.176,0.0,0.529,0.0,0.471
Seq_454,0.0,0.176,0.647,0.0,0.176,0.0,0.529,0.0,0.529
Seq_455,0.0,0.176,0.706,0.059,0.176,0.0,0.588,0.059,0.588
Seq_456,0.0,0.118,0.765,0.059,0.176,0.0,0.647,0.059,0.588
Seq_457,0.0,0.118,0.765,0.059,0.176,0.0,0.647,0.059,0.647
Seq_458,0.0,0.118,0.706,0.059,0.176,0.0,0.588,0.059,0.647
Seq_459,0.0,0.176,0.706,0.059,0.176,0.0,0.647,0.059,0.647
Seq_460,0.0,0.176,0.706,0.059,0.176,0.0,0.647,0.059,0.647
Seq_461,0.0,0.235,0.647,0.059,0.176,0.0,0.647,0.059,0.647
Seq_462,0.0,0.235,0.647,0.059,0.235,0.0,0.647,0.059,0.647
Seq_463,0.0,0.235,0.647,0.059,0.235,0.0,0.647,0.059,0.647
Seq_464,0.0,0.235,0.647,0.059,0.235,0.0,0.647,0.059,0.706
Seq_465,0.0,0.235,0.647,0.059,0.294,0.0,0.706,0.059,0.647
Seq_466,0.0,0.235,0.647,0.059,0.294,0.0,0.706,0.059,0.647
Seq_467,0.0,0.294,0.588,0.059,0.294,0.0,0.765,0.059,0.647
Seq_468,0.0,0.353,0.529,0.059,0.294,0.0,0.765,0.059,0.588
Seq_469,0.0,0.353,0.471,0.059,0.235,0.0,0.706,0.059,0.588
Seq_470,0.0,0.412,0.412,0.059,0.176,0.0,0.647,0.059,0.588
Seq_471,0.0,0.353,0.471,0.059,0.176,0.0,0.647,0.059,0.529
Seq_472,0.0,0.353,0.471,0.059,0.176,0.0,0.647,0.059,0.529
Seq_473,0.0,0.353,0.471,0.059,0.176,0.0,0.647,0.059,0.588
Seq_474,0.0,0.294,0.529,0.059,0.176,0.0,0.706,0.059,0.529
Seq_475,0.0,0.294,0.588,0.059,0.176,0.0,0.765,0.059,0.471
Seq_476,0.0,0.235,0.647,0.059,0.176,0.0,0.765,0.059,0.471
Seq_477,0.0,0.235,0.647,0.059,0.118,0.0,0.765,0.059,0.529
Seq_478,0.0,0.176,0.706,0.059,0.118,0.0,0.706,0.059,0.529
Seq_479,0.0,0.176,0.706,0.059,0.059,0.0,0.706,0.059,0.588
Seq_480,0.059,0.176,0.647,0.059,0.059,0.059,0.647,0.118,0.529
Seq_481,0.059,0.176,0.706,0.059,0.059,0.059,0.706,0.118,0.471
Seq_482,0.059,0.176,0.706,0.059,0.0,0.059,0.647,0.118,0.529
Seq_483,0.059,0.235,0.647,0.059,0.0,0.059,0.647,0.118,0.529
Seq_484,0.059,0.176,0.706,0.059,0.0,0.059,0.647,0.118,0.471
Seq_485,0.059,0.118,0.706,0.059,0.0,0.059,0.647,0.176,0.529
Seq_486,0.118,0.118,0.706,0.059,0.0,0.118,0.647,0.235,0.529
Seq_487,0.118,0.059,0.765,0.059,0.0,0.118,0.706,0.235,0.588
Seq_488,0.118,0.059,0.765,0.059,0.0,0.118,0.706,0.235,0.588
Seq_489,0.118,0.059,0.765,0.0,0.0,0.118,0.706,0.176,0.529
Seq_490,0.118,0.118,0.706,0.0,0.0,0.118,0.706,0.176,0.529
Seq_491,0.118,0.118,0.706,0.0,0.0,0.118,0.706,0.176,0.588
Seq_492,0.118,0.176,0.647,0.0,0.0,0.118,0.647,0.176,0.588
Seq_493,0.118,0.176,0.647,0.0,0.0,0.118,0.647,0.176,0.588
Seq_494,0.118,0.176,0.647,0.0,0.0,0.118,0.647,0.176,0.529
Seq_495,0.118,0.235,0.588,0.0,0.0,0.118,0.647,0.176,0.471
Seq_496,0.176,0.235,0.529,0.0,0.0,0.176,0.588,0.235,0.412
Seq_497,0.118,0.235,0.588,0.0,0.0,0.118,0.647,0.176,0.471
Seq_498,0.118,0.235,0.588,0.0,0.0,0.118,0.588,0.176,0.529
Seq_499,0.118,0.235,0.588,0.0,0.0,0.118,0.647,0.176,0.471
Seq_500,0.118,0.235,0.588,0.0,0.0,0.118,0.647,0.176,0.471
Seq_501,0.118,0.235,0.588,0.0,0.0,0.118,0.647,0.176,0.471
Seq_502,0.118,0.235,0.647,0.0,0.0,0.118,0.706,0.118,0.471
Seq_503,0.059,0.235,0.706,0.0,0.0,0.059,0.706,0.059,0.529
Seq_504,0.059,0.235,0.706,0.0,0.059,0.059,0.706,0.059,0.471
Seq_505,0.059,0.235,0.706,0.0,0.059,0.059,0.706,0.059,0.529
Seq_506,0.059,0.235,0.706,0.0,0.059,0.059,0.706,0.059,0.588
Seq_507,0.059,0.176,0.706,0.0,0.059,0.059,0.647,0.118,0.588
Seq_508,0.059,0.176,0.647,0.0,0.059,0.059,0.588,0.118,0.588
Seq_509,0.059,0.118,0.706,0.0,0.059,0.059,0.647,0.118,0.647
Seq_510,0.059,0.176,0.647,0.0,0.059,0.059,0.647,0.118,0.647
Seq_511,0.059,0.176,0.647,0.059,0.059,0.059,0.647,0.176,0.706
Seq_512,0.059,0.118,0.706,0.118,0.059,0.059,0.706,0.235,0.765
Seq_513,0.0,0.118,0.765,0.118,0.059,0.0,0.706,0.176,0.824
Seq_514,0.059,0.118,0.706,0.118,0.059,0.059,0.647,0.235,0.765
Seq_515,0.118,0.118,0.647,0.118,0.059,0.118,0.647,0.294,0.706
Seq_516,0.176,0.118,0.588,0.118,0.059,0.176,0.588,0.353,0.706
Seq_517,0.176,0.059,0.647,0.118,0.059,0.176,0.588,0.353,0.706
Seq_518,0.176,0.059,0.588,0.118,0.059,0.176,0.529,0.353,0.706
Seq_519,0.176,0.118,0.529,0.118,0.118,0.176,0.471,0.353,0.647
Seq_520,0.176,0.118,0.529,0.118,0.118,0.176,0.529,0.353,0.588
Seq_521,0.176,0.176,0.471,0.118,0.059,0.176,0.529,0.353,0.647
Seq_522,0.176,0.235,0.412,0.118,0.059,0.176,0.529,0.353,0.647
Seq_523,0.176,0.235,0.412,0.118,0.059,0.176,0.529,0.353,0.588
Seq_524,0.176,0.294,0.412,0.118,0.059,0.176,0.588,0.294,0.588
Seq_525,0.235,0.294,0.412,0.118,0.059,0.235,0.588,0.353,0.529
Seq_526,0.235,0.294,0.412,0.118,0.059,0.235,0.588,0.353,0.471
Seq_527,0.235,0.235,0.471,0.118,0.059,0.235,0.588,0.353,0.412
Seq_528,0.235,0.235,0.471,0.118,0.059,0.235,0.588,0.353,0.412
Seq_529,0.235,0.235,0.471,0.059,0.059,0.235,0.588,0.294,0.412
Seq_530,0.235,0.235,0.471,0.118,0.059,0.235,0.647,0.353,0.412
Seq_531,0.176,0.235,0.529,0.118,0.059,0.176,0.706,0.294,0.412
Seq_532,0.118,0.235,0.588,0.118,0.059,0.118,0.765,0.235,0.412
Seq_533,0.059,0.235,0.647,0.118,0.059,0.059,0.765,0.176,0.471
Seq_534,0.059,0.235,0.588,0.118,0.059,0.059,0.706,0.176,0.412
Seq_535,0.059,0.235,0.647,0.118,0.059,0.059,0.765,0.176,0.412
Seq_536,0.059,0.176,0.706,0.176,0.0,0.059,0.824,0.235,0.471
Seq_537,0.059,0.176,0.706,0.176,0.059,0.059,0.824,0.235,0.471
Seq_538,0.059,0.118,0.765,0.176,0.059,0.059,0.824,0.235,0.412
Seq_539,0.059,0.059,0.824,0.176,0.059,0.059,0.824,0.235,0.412
Seq_540,0.059,0.059,0.765,0.176,0.059,0.059,0.765,0.235,0.412
Seq_541,0.059,0.0,0.765,0.176,0.059,0.059,0.706,0.294,0.412
Seq_542,0.0,0.0,0.824,0.235,0.059,0.0,0.765,0.294,0.471
Seq_543,0.0,0.0,0.765,0.235,0.059,0.0,0.706,0.294,0.471
Seq_544,0.0,0.0,0.706,0.235,0.059,0.0,0.647,0.353,0.529
Seq_545,0.0,0.0,0.706,0.176,0.059,0.0,0.647,0.294,0.529
Seq_546,0.0,0.0,0.706,0.176,0.059,0.0,0.647,0.294,0.529
Seq_547,0.0,0.059,0.647,0.118,0.059,0.0,0.647,0.235,0.529
Seq_548,0.0,0.059,0.647,0.118,0.059,0.0,0.588,0.235,0.588
Seq_549,0.059,0.059,0.588,0.118,0.059,0.059,0.529,0.294,0.588
Seq_550,0.059,0.118,0.529,0.118,0.118,0.059,0.529,0.294,0.529
Seq_551,0.059,0.118,0.588,0.118,0.118,0.059,0.588,0.294,0.529
Seq_552,0.059,0.118,0.529,0.118,0.118,0.059,0.529,0.353,0.588
Seq_553,0.059,0.118,0.529,0.059,0.118,0.059,0.529,0.294,0.529
Seq_554,0.059,0.118,0.529,0.059,0.059,0.059,0.529,0.294,0.588
Seq_555,0.059,0.118,0.529,0.059,0.059,0.059,0.529,0.294,0.588
Seq_556,0.118,0.0,0.824,0.0,0.0,0.118,0.706,0.176,0.882
Seq_557,0.118,0.059,0.765,0.0,0.0,0.118,0.647,0.176,0.882
Seq_558,0.118,0.059,0.706,0.0,0.0,0.118,0.588,0.176,0.824
Seq_559,0.118,0.118,0.647,0.0,0.0,0.118,0.529,0.176,0.765
Seq_560,0.118,0.118,0.588,0.0,0.0,0.118,0.471,0.176,0.706
Seq_561,0.118,0.176,0.529,0.0,0.0,0.118,0.412,0.176,0.706
Seq_562,0.118,0.176,0.529,0.0,0.0,0.118,0.412,0.176,0.706
Seq_563,0.176,0.176,0.471,0.0,0.0,0.176,0.353,0.235,0.647
Seq_564,0.176,0.176,0.412,0.0,0.0,0.176,0.294,0.235,0.588
Seq_565,0.176,0.176,0.412,0.0,0.059,0.176,0.353,0.235,0.529
Seq_566,0.176,0.176,0.471,0.0,0.059,0.176,0.412,0.176,0.471
Seq_567,0.176,0.176,0.471,0.0,0.059,0.176,0.412,0.176,0.471
Seq_568,0.235,0.176,0.412,0.0,0.059,0.235,0.353,0.235,0.412
Seq_569,0.235,0.176,0.412,0.0,0.059,0.235,0.353,0.235,0.412
Seq_570,0.294,0.176,0.353,0.0,0.059,0.294,0.294,0.294,0.353
Seq_571,0.235,0.176,0.353,0.0,0.059,0.235,0.294,0.235,0.353
Seq_572,0.176,0.176,0.353,0.0,0.059,0.176,0.294,0.176,0.412
Seq_573,0.176,0.176,0.353,0.0,0.118,0.176,0.353,0.176,0.353
Seq_574,0.176,0.118,0.412,0.0,0.118,0.176,0.412,0.176,0.294
Seq_575,0.235,0.118,0.412,0.0,0.118,0.235,0.412,0.235,0.294
Seq_576,0.294,0.059,0.412,0.0,0.118,0.294,0.412,0.294,0.294
Seq_577,0.294,0.059,0.471,0.0,0.176,0.294,0.471,0.294,0.294
Seq_578,0.294,0.0,0.471,0.0,0.176,0.294,0.471,0.294,0.235
Seq_579,0.294,0.059,0.412,0.0,0.176,0.294,0.471,0.294,0.235
Seq_580,0.235,0.059,0.471,0.059,0.176,0.235,0.529,0.294,0.294
Seq_581,0.235,0.118,0.471,0.059,0.176,0.235,0.529,0.294,0.353
Seq_582,0.235,0.176,0.412,0.059,0.118,0.235,0.471,0.294,0.353
Seq_583,0.235,0.176,0.353,0.059,0.118,0.235,0.412,0.353,0.412
Seq_584,0.235,0.235,0.294,0.059,0.118,0.235,0.412,0.353,0.412
Seq_585,0.176,0.235,0.353,0.059,0.118,0.176,0.471,0.294,0.471
Seq_586,0.176,0.294,0.294,0.059,0.118,0.176,0.412,0.294,0.412
Seq_587,0.118,0.294,0.353,0.059,0.118,0.118,0.471,0.235,0.412
Seq_588,0.118,0.294,0.353,0.059,0.118,0.118,0.471,0.235,0.471
Seq_589,0.118,0.353,0.353,0.059,0.118,0.118,0.471,0.235,0.412
Seq_590,0.118,0.353,0.353,0.059,0.118,0.118,0.471,0.235,0.412
Seq_591,0.118,0.353,0.294,0.059,0.118,0.118,0.412,0.235,0.471
Seq_592,0.118,0.353,0.294,0.059,0.118,0.118,0.412,0.235,0.471
Seq_593,0.059,0.353,0.353,0.059,0.118,0.059,0.471,0.176,0.471
Seq_594,0.118,0.353,0.294,0.059,0.059,0.118,0.412,0.235,0.471
Seq_595,0.118,0.412,0.294,0.059,0.059,0.118,0.471,0.235,0.529
Seq_596,0.118,0.353,0.353,0.059,0.059,0.118,0.471,0.235,0.471
Seq_597,0.118,0.353,0.353,0.0,0.059,0.118,0.412,0.176,0.471
Seq_598,0.118,0.353,0.353,0.0,0.059,0.118,0.471,0.176,0.471
Seq_599,0.118,0.294,0.412,0.0,0.059,0.118,0.471,0.176,0.529
Seq_600,0.118,0.353,0.412,0.0,0.059,0.118,0.471,0.118,0.529
Seq_601,0.118,0.294,0.471,0.0,0.118,0.118,0.471,0.118,0.471
Seq_602,0.118,0.294,0.471,0.0,0.118,0.118,0.412,0.118,0.471
Seq_603,0.176,0.235,0.471,0.0,0.118,0.176,0.412,0.176,0.471
Seq_604,0.176,0.235,0.471,0.0,0.118,0.176,0.412,0.176,0.529
Seq_605,0.176,0.235,0.529,0.0,0.118,0.176,0.471,0.176,0.471
Seq_606,0.176,0.176,0.588,0.0,0.118,0.176,0.529,0.176,0.471
Seq_607,0.176,0.176,0.588,0.0,0.059,0.176,0.529,0.176,0.529
Seq_608,0.235,0.176,0.588,0.0,0.059,0.235,0.529,0.235,0.471
Seq_609,0.235,0.176,0.588,0.0,0.059,0.235,0.529,0.235,0.471
Seq_610,0.294,0.176,0.529,0.0,0.059,0.294,0.471,0.294,0.471
Seq_611,0.235,0.176,0.529,0.0,0.059,0.235,0.471,0.235,0.471
Seq_612,0.235,0.176,0.529,0.0,0.059,0.235,0.412,0.235,0.471
Seq_613,0.235,0.176,0.529,0.0,0.059,0.235,0.353,0.235,0.529
Seq_614,0.235,0.176,0.471,0.0,0.059,0.235,0.353,0.294,0.529
Seq_615,0.294,0.118,0.471,0.0,0.059,0.294,0.294,0.353,0.471
Seq_616,0.294,0.176,0.412,0.0,0.118,0.294,0.294,0.353,0.412
Seq_617,0.294,0.118,0.471,0.0,0.118,0.294,0.353,0.353,0.412
Seq_618,0.294,0.118,0.471,0.0,0.059,0.294,0.353,0.353,0.412
Seq_619,0.353,0.118,0.412,0.0,0.059,0.353,0.353,0.412,0.353
Seq_620,0.294,0.118,0.471,0.0,0.059,0.294,0.412,0.353,0.353
Seq_621,0.294,0.118,0.471,0.0,0.059,0.294,0.412,0.353,0.294
Seq_622,0.294,0.118,0.412,0.0,0.059,0.294,0.353,0.353,0.353
Seq_623,0.353,0.118,0.353,0.0,0.059,0.353,0.294,0.412,0.353
Seq_624,0.353,0.176,0.294,0.0,0.059,0.353,0.235,0.412,0.294
Seq_625,0.353,0.176,0.294,0.0,0.059,0.353,0.235,0.412,0.294
Seq_626,0.294,0.176,0.353,0.0,0.059,0.294,0.294,0.353,0.353
Seq_627,0.235,0.176,0.412,0.0,0.059,0.235,0.353,0.294,0.412
Seq_628,0.294,0.176,0.412,0.0,0.059,0.294,0.353,0.353,0.412
Seq_629,0.294,0.118,0.471,0.0,0.059,0.294,0.412,0.353,0.353
Seq_630,0.353,0.118,0.412,0.0,0.059,0.353,0.412,0.412,0.294
Seq_631,0.353,0.176,0.412,0.0,0.059,0.353,0.412,0.353,0.235
Seq_632,0.294,0.176,0.471,0.0,0.059,0.294,0.471,0.294,0.235
Seq_633,0.294,0.118,0.471,0.0,0.0,0.294,0.471,0.294,0.235
Seq_634,0.353,0.118,0.412,0.0,0.0,0.353,0.412,0.353,0.176
Seq_635,0.353,0.176,0.353,0.0,0.0,0.353,0.412,0.353,0.235
Seq_636,0.294,0.176,0.412,0.0,0.0,0.294,0.471,0.294,0.235
Seq_637,0.294,0.176,0.353,0.0,0.0,0.294,0.412,0.353,0.294
Seq_638,0.294,0.176,0.294,0.0,0.0,0.294,0.353,0.353,0.294
Seq_639,0.353,0.176,0.294,0.0,0.0,0.353,0.353,0.412,0.235
Seq_640,0.353,0.176,0.294,0.0,0.0,0.353,0.353,0.412,0.235
Seq_641,0.353,0.118,0.353,0.0,0.0,0.353,0.412,0.412,0.235
Seq_642,0.294,0.118,0.412,0.0,0.0,0.294,0.471,0.353,0.235
Seq_643,0.294,0.176,0.353,0.0,0.0,0.294,0.412,0.353,0.176
Seq_644,0.294,0.176,0.353,0.0,0.0,0.294,0.412,0.353,0.176
Seq_645,0.235,0.176,0.412,0.0,0.0,0.235,0.471,0.294,0.235
Seq_646,0.235,0.176,0.353,0.0,0.0,0.235,0.412,0.353,0.294
Seq_647,0.176,0.176,0.412,0.0,0.059,0.176,0.471,0.294,0.294
Seq_648,0.176,0.118,0.471,0.059,0.059,0.176,0.529,0.353,0.353
Seq_649,0.176,0.118,0.471,0.059,0.118,0.176,0.529,0.353,0.353
Seq_650,0.176,0.118,0.529,0.059,0.118,0.176,0.588,0.353,0.353
Seq_651,0.118,0.118,0.588,0.059,0.118,0.118,0.647,0.294,0.412
Seq_652,0.176,0.059,0.588,0.059,0.118,0.176,0.588,0.353,0.353
Seq_653,0.176,0.059,0.588,0.059,0.118,0.176,0.588,0.353,0.353
Seq_654,0.176,0.059,0.588,0.059,0.118,0.176,0.588,0.294,0.294
Seq_655,0.176,0.059,0.647,0.059,0.176,0.176,0.647,0.294,0.294
Seq_656,0.118,0.118,0.647,0.059,0.176,0.118,0.647,0.235,0.353
Seq_657,0.059,0.118,0.706,0.059,0.235,0.059,0.706,0.176,0.353
Seq_658,0.118,0.118,0.647,0.059,0.235,0.118,0.647,0.235,0.353
Seq_659,0.118,0.118,0.588,0.059,0.235,0.118,0.588,0.235,0.412
Seq_660,0.118,0.059,0.588,0.059,0.235,0.118,0.588,0.294,0.471
Seq_661,0.118,0.118,0.529,0.059,0.235,0.118,0.529,0.294,0.471
